Route_name,Route_link
Agra to Haridwar,https://www.redbus.in/bus-tickets/agra-to-haridwar
Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
Delhi to Haldwani,https://www.redbus.in/bus-tickets/delhi-to-haldwani
Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal
Barasat (West Bengal) to Digha,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha
Suri to Kolkata,https://www.redbus.in/bus-tickets/suri-to-kolkata
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
Bolpur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/bolpur-west-bengal-to-kolkata
Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata
Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Habra to Digha,https://www.redbus.in/bus-tickets/habra-to-digha
Barasat (West Bengal) to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nandakumar
Asansol (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/asansol-to-kolkata
Barasat (West Bengal) to Contai (Kanthi),https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi
Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Kolkata to Bolpur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-bolpur-west-bengal
Barasat (West Bengal) to Midnapore,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-midnapore
Barasat (West Bengal) to Kolaghat,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-kolaghat
Barasat (West Bengal) to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/barasat-west-bengal-to-durgapur
Barasat (West Bengal) to Heria,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-heria
Digha to Habra,https://www.redbus.in/bus-tickets/digha-to-habra
Midnapore to Barasat (West Bengal),https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal
Haldia to Barasat (West Bengal),https://www.redbus.in/bus-tickets/haldia-to-barasat-west-bengal
Barasat (West Bengal) to Haldia,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-haldia
Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata
Durgapur (West Bengal) to Purulia,https://www.redbus.in/bus-tickets/durgapur-to-purulia
Barasat (West Bengal) to Burdwan,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-burdwan
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
Durgapur (West Bengal) to Barasat (West Bengal),https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal
Haldia to Kolkata,https://www.redbus.in/bus-tickets/haldia-to-kolkata
Kolkata to Purulia,https://www.redbus.in/bus-tickets/kolkata-to-purulia
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
Barasat (West Bengal) to Debra,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-debra
Barasat (West Bengal) to Asansol (West Bengal),https://www.redbus.in/bus-tickets/barasat-west-bengal-to-asansol
Kolkata to Bakkhali,https://www.redbus.in/bus-tickets/kolkata-to-bakkhali
Barasat (West Bengal) to Nimtouri,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nimtouri
Habra to Kolaghat,https://www.redbus.in/bus-tickets/habra-to-kolaghat
Habra to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/habra-to-durgapur
Barasat (West Bengal) to Mechogram,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-mechogram
Habra to Haldia,https://www.redbus.in/bus-tickets/habra-to-haldia
Habra to Contai (Kanthi),https://www.redbus.in/bus-tickets/habra-to-contai-kanthi
Habra to Midnapore,https://www.redbus.in/bus-tickets/habra-to-midnapore
